Incident Id,Issue Type,RCA,Steps to Resolve,Tags,Positive_Counter,Negative_Counter
20707,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20708,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20709,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20710,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20711,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20712,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20713,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20714,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20715,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20716,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20717,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20718,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20719,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20720,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20721,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20722,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20723,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20724,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20725,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20726,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20727,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20728,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20729,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20730,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20731,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20732,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20733,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20734,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20735,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20736,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20737,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20738,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20739,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20740,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20741,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20742,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20743,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20744,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20745,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20746,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20747,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20748,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20749,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20750,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20751,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20752,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20753,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20754,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20755,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20756,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20757,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20758,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20759,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20760,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20761,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20762,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20763,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20764,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20765,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20766,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20767,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20768,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20769,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20770,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20771,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20772,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20773,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20774,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20775,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20776,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20777,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20778,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20779,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20780,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20781,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20782,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20783,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20784,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20785,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20786,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20787,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20788,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20789,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20790,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20791,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20792,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20793,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20794,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20795,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20796,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20797,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20798,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20799,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20800,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20801,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20802,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20803,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20804,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20805,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20806,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20807,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20808,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20809,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20810,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20811,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20812,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20813,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20814,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20815,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20816,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20817,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20818,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20819,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20820,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20821,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20822,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20823,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20824,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20825,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20826,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20827,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20828,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20829,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20830,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20831,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20832,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20833,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20834,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20835,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20836,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20837,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20838,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20839,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20840,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20841,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20842,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20843,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20844,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20845,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20846,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20847,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20848,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20849,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20850,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20851,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20852,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20853,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20854,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20855,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20856,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20857,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20858,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20859,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20860,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20861,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20862,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20863,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20864,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20865,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20866,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20867,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20868,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20869,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20870,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20871,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20872,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20873,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20874,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20875,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20876,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20877,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20878,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20879,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20880,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20881,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20882,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20883,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20884,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20885,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20886,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20887,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20888,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20889,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20890,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20891,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20892,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20893,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20894,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20895,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20896,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20897,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20898,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20899,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20900,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20901,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20902,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20903,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20904,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20905,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20906,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20907,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20908,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20909,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20910,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20911,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20912,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20913,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20914,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20915,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20916,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20917,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20918,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20919,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20920,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20921,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20922,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20923,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20924,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20925,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20926,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20927,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20928,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20929,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20930,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20931,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20932,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20933,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20934,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20935,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20936,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20937,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20938,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20939,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20940,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20941,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20942,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20943,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20944,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20945,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20946,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20947,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20948,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20949,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20950,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20951,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20952,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20953,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20954,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20955,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20956,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20957,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20958,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20959,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20960,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20961,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
20962,Hard Drive Failure,Mechanical failure of hard drive components,Replaced hard drive and restored data from backup.,"Hard Drive, Failure",0,0
20963,Power Supply Failure,Power supply unit burnout,Replaced power supply unit with a new one.,"Power Supply, Burnout",0,0
20964,Network Connectivity,Faulty network card,Replaced network card and updated drivers.,"Network, Connectivity",0,0
20965,Battery Drain,Battery degradation,Replaced battery with a new one.,"Battery, Degradation",0,0
20966,Fan Malfunction,Fan motor burnout,Replaced faulty fan.,"Fan, Malfunction",0,0
20967,Screen Flickering,Loose display cable,Reconnected display cable and tightened connections.,"Screen, Display",0,0
20968,Keyboard Unresponsive,Faulty keyboard controller,Replaced faulty keyboard.,"Keyboard, Unresponsive",0,0
20969,USB Port Failure,Damaged USB port pins,Repaired USB port pins and tested connections.,"USB, Port Failure",0,0
20970,Motherboard Short Circuit,Capacitor failure on motherboard,Replaced capacitors and tested motherboard.,"Motherboard, Short Circuit",0,0
20971,Overheating,Blocked air vents causing heat buildup,Cleaned air vents and replaced thermal paste.,"Overheating, Air Vents",0,0
